rank,rankType,officialRank,officialMarketShare,estimatedScore,title,source,libraryId,popularityRank,snippets,tokens,updateUtc,updateAgo,trustScore,verified,benchmarkScore,type,docsRepoUrl,docsSiteUrl,score_popularity,score_snippets,score_tokens,score_trust,score_verified,score_recency
30,official,30,0.9364084307472449,0.725914,Supabase JS Client,/supabase/supabase-js,/supabase/supabase-js,27,366,84837,2026-03-07T00:28:30Z,3d,9.5,True,84.4,repo,https://github.com/supabase/supabase-js,,0.809242,0.410028,0.598578,0.95,1.0,0.899251
31,official,31,0.9220964884551917,0.721252,Model Context Protocol Typescript SDK,/modelcontextprotocol/typescript-sdk,/modelcontextprotocol/typescript-sdk,14,167,50402,2026-03-06T20:26:50.678000Z,3d,7.8,True,80.9,repo,https://github.com/modelcontextprotocol/typescript-sdk,,0.870428,0.355773,0.571114,0.78,1.0,0.89475
32,official,32,0.9081645092328388,,/tiangolo/fastapi,/tiangolo/fastapi,/tiangolo/fastapi,,,,,,,,,,,,,,,,,
33,official,33,0.8843112720794166,0.722293,Google Gen AI Python SDK,/googleapis/python-genai,/googleapis/python-genai,33,816,162794,2026-03-06T00:09:34.621000Z,4d,8.5,True,83.7,repo,https://github.com/googleapis/python-genai,,0.790208,0.465594,0.632955,0.85,1.0,0.872747
34,official,34,0.852499919521711,0.681426,OpenAI Python,/openai/openai-python,/openai/openai-python,59,397,72595,2026-03-01T02:47:55.258000Z,9d,9.1,True,76.7,repo,https://github.com/openai/openai-python,,0.734529,0.415658,0.590359,0.91,1.0,0.764053
35,official,35,0.8425364434717858,,/vitejs/vite,/vitejs/vite,/vitejs/vite,,,,,,,,,,,,,,,,,
36,official,36,0.826535776425508,,/vitest-dev/vitest,/vitest-dev/vitest,/vitest-dev/vitest,,,,,,,,,,,,,,,,,
37,official,37,0.8162134463653101,0.659228,Model Context Protocol Python SDK,/modelcontextprotocol/python-sdk,/modelcontextprotocol/python-sdk,57,213,58758,2026-02-28T16:42:37.885000Z,9d,7.8,True,80.1,repo,https://github.com/modelcontextprotocol/python-sdk,,0.737852,0.372577,0.579205,0.78,1.0,0.755961
38,official,38,0.8017537406572622,0.68175,Spring Boot,/spring-projects/spring-boot,/spring-projects/spring-boot,67,817,288996,2026-03-02T00:45:11.927000Z,8d,7.5,True,79.4,repo,https://github.com/spring-projects/spring-boot,,0.722259,0.465679,0.663227,0.75,1.0,0.782279
39,official,39,0.7929934809947222,,/vuejs/docs,/vuejs/docs,/vuejs/docs,,,,,,,,,,,,,,,,,
40,official,40,0.7732037377811529,,/websites/nextjs,/websites/nextjs,/websites/nextjs,,,,,,,,,,,,,,,,,
41,official,41,0.7725810205280326,0.640275,DaisyUI,/saadeghi/daisyui,/saadeghi/daisyui,175,1237,350987,2025-10-30T01:18:16.717000Z,4mo,9.8,True,85,repo,https://github.com/saadeghi/daisyui,,0.629034,0.494451,0.673477,0.98,1.0,0.185958
42,official,42,0.7633774706175086,0.761841,TypeScript,/microsoft/typescript,/microsoft/typescript,96,21444,3253921,2026-03-08T00:35:45.201000Z,2d,9.9,True,63.4,repo,https://github.com/microsoft/typescript,,0.687438,0.692474,0.790933,0.99,1.0,0.927184
43,official,43,0.7630608347260915,0.746691,NestJS,/nestjs/docs.nestjs.com,/nestjs/docs.nestjs.com,35,1699,387531,2026-03-05T21:55:31.573000Z,4d,9.5,True,87.6,repo,https://github.com/nestjs/docs.nestjs.com,,0.784605,0.516471,0.678701,0.95,1.0,0.87039
44,official,44,0.7310383915741079,0.733874,Clerk,/clerk/clerk-docs,/clerk/clerk-docs,51,3923,1158069,2026-02-28T12:53:34.168000Z,9d,8.4,True,90.6,repo,https://github.com/clerk/clerk-docs,,0.748557,0.57455,0.736442,0.84,1.0,0.752942
45,official,45,0.7223097955007095,,/websites/fastapi_tiangolo,/websites/fastapi_tiangolo,/websites/fastapi_tiangolo,,,,,,,,,,,,,,,,,
46,official,46,0.721708187307017,0.723707,TanStack Router,/tanstack/router,/tanstack/router,37,1683,454201,2026-02-27T14:46:15.468000Z,10d,8,True,93.5,repo,https://github.com/tanstack/router,,0.779305,0.515814,0.687074,0.8,1.0,0.735918
47,official,47,0.7174969299511694,0.689017,Zod,/colinhacks/zod,/colinhacks/zod,65,517,102511,2026-03-01T12:42:36.957000Z,8d,9.6,True,95.4,repo,https://github.com/colinhacks/zod,,0.725185,0.433956,0.60856,0.96,1.0,0.772175
48,official,48,0.6928626575989184,0.684885,React Router,/remix-run/react-router,/remix-run/react-router,72,957,255484,2026-03-06T09:55:13.113000Z,3d,7.5,True,0,repo,https://github.com/remix-run/react-router,,0.715303,0.476648,0.656726,0.75,1.0,0.883196
49,official,49,0.6847673333083543,0.751133,Mastra,/mastra-ai/mastra,/mastra-ai/mastra,30,4939,1265731,2026-02-28T01:04:17.684000Z,10d,7.5,True,85.7,repo,https://github.com/mastra-ai/mastra,,0.799264,0.590538,0.741131,0.75,1.0,0.743748
50,official,50,0.6831841538512687,,/withastro/docs,/withastro/docs,/withastro/docs,,,,,,,,,,,,,,,,,
51,estimated,,,0.797167,Playwright,/microsoft/playwright.dev,,21,6497,1429080,2026-03-05T18:13:22.403000Z,4d,9.5,True,84.3,repo,https://github.com/microsoft/playwright.dev,,0.832883,0.609571,0.747533,0.95,1.0,0.866511
52,estimated,,,0.784427,Better Auth,/llmstxt/better-auth_llms_txt,,12,1816,421701,2026-02-27T13:01:10.442000Z,10d,9.3,True,87.4,llmstxt,https://www.better-auth.com/llms.txt,,0.884456,0.521092,0.683158,0.93,1.0,0.734603
53,estimated,,,0.78054,MDN Web Docs,/mdn/content,,83,39717,12221174,2026-03-02T13:55:43.098000Z,7d,9.9,True,63.4,repo,https://github.com/mdn/content,,0.701544,0.735267,0.860732,0.99,1.0,0.79364
54,estimated,,,0.76926,Terraform AWS Provider,/hashicorp/terraform-provider-aws,,77,22106,6430570,2026-03-02T06:15:39.771000Z,8d,9.8,True,84.7,repo,https://github.com/hashicorp/terraform-provider-aws,,0.708809,0.694585,0.826863,0.98,1.0,0.786988
55,estimated,,,0.750862,Convex,/llmstxt/convex_dev_llms_txt,,34,1392,394467,2026-03-07T02:25:55.055000Z,3d,9.9,True,93,llmstxt,https://docs.convex.dev/llms.txt,,0.787367,0.502642,0.679637,0.99,1.0,0.901454
56,estimated,,,0.750843,Expo,/llmstxt/expo_dev_llms_txt,,53,4614,1177061,2026-02-28T19:16:05.231000Z,9d,10,True,82.1,llmstxt,https://docs.expo.dev/llms.txt,,0.744857,0.585812,0.7373,1.0,1.0,0.757996
57,estimated,,,0.74407,Node.js,/nodejs/node,,92,10388,2740252,2026-03-07T21:08:41.690000Z,2d,9.1,True,94.8,repo,https://github.com/nodejs/node,,0.691566,0.642153,0.781871,0.91,1.0,0.923081
58,estimated,,,0.742118,Three.js,/mrdoob/three.js,,84,10942,2564856,2026-03-07T19:08:05.074000Z,2d,8.5,True,87.5,repo,https://github.com/mrdoob/three.js,,0.700384,0.64576,0.778382,0.85,1.0,0.920709
59,estimated,,,0.740749,Bun,/oven-sh/bun,,46,3264,676127,2026-02-27T16:49:23.079000Z,10d,9.4,True,85.1,repo,https://github.com/oven-sh/bun,,0.758467,0.561785,0.708058,0.94,1.0,0.737465
60,estimated,,,0.739965,Agno,/agno-agi/agno-docs,,89,9283,2266784,2026-03-02T13:32:16.710000Z,7d,9.5,True,90.6,repo,https://github.com/agno-agi/agno-docs,,0.694781,0.634345,0.771866,0.95,1.0,0.793298
61,estimated,,,0.738249,Remotion,/remotion-dev/remotion,,43,2602,785922,2026-03-07T08:31:40.923000Z,3d,8.2,True,87.2,repo,https://github.com/remotion-dev/remotion,,0.764933,0.546052,0.715995,0.82,1.0,0.908388
62,estimated,,,0.736316,Tauri,/tauri-apps/tauri-docs,,29,929,245267,2026-02-27T22:43:09.848000Z,10d,9.5,True,82.3,repo,https://github.com/tauri-apps/tauri-docs,,0.802478,0.474589,0.654573,0.95,1.0,0.741945
63,estimated,,,0.727465,Terraform Provider for Google Cloud Platform,/hashicorp/terraform-provider-google,,152,8058,2377294,2026-03-09T20:51:44.334000Z,12h,9.8,True,88.2,repo,https://github.com/hashicorp/terraform-provider-google,,0.642763,0.62452,0.774377,0.98,1.0,0.983232
64,estimated,,,0.724872,Pandas,/pandas-dev/pandas,,79,3343,696614,2026-03-07T16:39:52.829000Z,2d,9.2,True,77.3,repo,https://github.com/pandas-dev/pandas,,0.706327,0.563445,0.709633,0.92,1.0,0.91781
65,estimated,,,0.722034,Docker,/docker/docs,,122,4122,1249835,2026-03-08T19:11:08.835000Z,1d,9.9,True,88,repo,https://github.com/docker/docs,,0.664158,0.577985,0.740464,0.99,1.0,0.949924
66,estimated,,,0.719628,.NET,/dotnet/docs,,203,29199,10646243,2026-02-20T10:06:10.829000Z,17d,9.1,True,85.3,repo,https://github.com/dotnet/docs,,0.614561,0.713907,0.853455,0.91,1.0,0.625522
67,estimated,,,0.716357,Next Intl,/amannn/next-intl,,38,350,89870,2026-03-07T04:26:26.925000Z,3d,10,True,92.3,repo,https://github.com/amannn/next-intl,,0.776758,0.406933,0.601618,1.0,1.0,0.903727
68,estimated,,,0.713723,Next.js,/llmstxt/nextjs_llms_txt,,226,14795,4252282,2026-02-28T16:22:07.487000Z,9d,10,True,92.7,llmstxt,https://nextjs.org/docs/llms.txt,,0.604089,0.666705,0.805048,1.0,1.0,0.755689
69,estimated,,,0.71347,Litellm,/berriai/litellm,,131,8585,2461622,2026-03-09T10:50:37.651000Z,22h,7.7,True,84.5,repo,https://github.com/berriai/litellm,,0.657236,0.628918,0.776215,0.77,1.0,0.969962
70,estimated,,,0.712117,Electron,/electron/electron,,103,1958,525714,2026-03-08T00:39:10.233000Z,2d,10,True,80.3,repo,https://github.com/electron/electron,,0.680607,0.526317,0.694786,1.0,1.0,0.927252
71,estimated,,,0.71146,Python,/python/cpython,,140,12024,3601354,2026-02-17T21:23:43.213000Z,20d,8.9,True,68.9,repo,https://github.com/python/cpython,,0.65077,0.652307,0.796284,0.89,1.0,0.594184
72,estimated,,,0.710309,Microsoft Graph,/microsoftgraph/microsoft-graph-docs-contrib,,345,138345,42120434,2025-10-20T12:51:58.211000Z,4mo,9.5,True,55.5,repo,https://github.com/microsoftgraph/microsoft-graph-docs-contrib,,0.56277,0.821916,0.925996,0.95,1.0,0.175598
73,estimated,,,0.709935,GenAI,/googleapis/js-genai,,44,1172,204889,2026-02-27T14:56:17.486000Z,10d,8.5,True,78.7,repo,https://github.com/googleapis/js-genai,,0.76273,0.490706,0.645085,0.85,1.0,0.736044
74,estimated,,,0.708226,AWS SDK for JavaScript,/aws/aws-sdk-js-v3,,265,16472,5080445,2026-03-03T05:40:22.562000Z,7d,9.6,True,85.4,repo,https://github.com/aws/aws-sdk-js-v3,,0.588546,0.67416,0.814433,0.96,1.0,0.807656
75,estimated,,,0.707377,Terraform AzureRM Provider,/hashicorp/terraform-provider-azurerm,,214,16010,4268667,2026-02-18T05:48:27.051000Z,20d,9.8,True,90.2,repo,https://github.com/hashicorp/terraform-provider-azurerm,,0.609413,0.672185,0.805251,0.98,1.0,0.598338
76,estimated,,,0.705817,Nuxt UI,/llmstxt/ui4_nuxt_llms_txt,,98,1928,535275,2026-03-01T21:07:26.551000Z,8d,9.9,True,79,llmstxt,https://ui4.nuxt.com/llms.txt,,0.685437,0.525245,0.695737,0.99,1.0,0.779206
77,estimated,,,0.704338,Langfuse,/langfuse/langfuse-docs,,78,2159,799913,2026-03-01T16:46:18.701000Z,8d,8.3,True,85.3,repo,https://github.com/langfuse/langfuse-docs,,0.70756,0.533098,0.716926,0.83,1.0,0.775553
78,estimated,,,0.702206,PostHog,/llmstxt/posthog_llms_txt,,300,8398,3015343,2026-03-09T22:52:45.352000Z,10h,10,True,91.1,llmstxt,https://posthog.com/llms.txt,,0.576428,0.627389,0.786917,1.0,1.0,0.985948
79,estimated,,,0.701214,Transformers,/huggingface/transformers,,172,3256,991567,2026-03-10T06:40:22.539000Z,2h,9.6,True,78.6,repo,https://github.com/huggingface/transformers,,0.63072,0.561615,0.728255,0.96,1.0,0.996584
80,estimated,,,0.700464,OpenRouter,/llmstxt/openrouter_ai_llms-full_txt,,282,16739,4768473,2026-02-20T23:03:21.576000Z,17d,10,True,82.5,llmstxt,https://openrouter.ai/docs/llms-full.txt,,0.582473,0.675276,0.811091,1.0,1.0,0.632642
81,estimated,,,0.698562,PyTorch,/pytorch/pytorch,,125,2951,893390,2026-03-08T17:22:09.746000Z,1d,8.4,True,91.5,repo,https://github.com/pytorch/pytorch,,0.661796,0.554788,0.722755,0.84,1.0,0.947653
82,estimated,,,0.697761,Godot Engine,/godotengine/godot-docs,,279,14565,3611205,2026-02-23T17:24:32.889000Z,14d,9.9,True,77.7,repo,https://github.com/godotengine/godot-docs,,0.583518,0.665617,0.796428,0.99,1.0,0.67181
83,estimated,,,0.697131,Medusa,/medusajs/medusa,,400,19250,8121262,2026-03-06T16:30:59.627000Z,3d,9.3,True,66.9,repo,https://github.com/medusajs/medusa,,0.548308,0.68498,0.839175,0.93,1.0,0.890401
84,estimated,,,0.694098,Zustand,/pmndrs/zustand,,54,421,113031,2026-02-28T14:43:47.572000Z,9d,9.6,True,75.6,repo,https://github.com/pmndrs/zustand,,0.743058,0.419724,0.613712,0.96,1.0,0.754392
85,estimated,,,0.692783,NextAuth.js,/nextauthjs/next-auth,,75,910,202740,2026-03-01T06:43:57.630000Z,9d,9.3,True,90,repo,https://github.com/nextauthjs/next-auth,,0.711355,0.473155,0.644529,0.93,1.0,0.767256
86,estimated,,,0.691702,Pydantic,/pydantic/pydantic,,74,626,186533,2026-03-02T10:45:47.684000Z,7d,9.6,True,88.9,repo,https://github.com/pydantic/pydantic,,0.712654,0.447215,0.640135,0.96,1.0,0.79088
87,estimated,,,0.691213,Cloudflare,/cloudflare/cloudflare-docs,,292,15734,5982347,2026-02-18T08:16:48.859000Z,20d,9.3,True,75.6,repo,https://github.com/cloudflare/cloudflare-docs,,0.579069,0.670977,0.823053,0.93,1.0,0.59957
88,estimated,,,0.689889,Sentry,/getsentry/sentry-docs,,229,7682,2428499,2026-02-28T23:19:37.608000Z,9d,9,True,85.9,repo,https://github.com/getsentry/sentry-docs,,0.602802,0.621202,0.775501,0.9,1.0,0.761249
89,estimated,,,0.68659,AWS Cloud Development Kit,/aws/aws-cdk,,204,3866,1031861,2026-03-02T20:59:11.900000Z,7d,9.6,True,89.3,repo,https://github.com/aws/aws-cdk,,0.614082,0.573534,0.730356,0.96,1.0,0.799863
90,estimated,,,0.684879,Convex,/llmstxt/convex_dev_llms-full_txt,,199,1798,536419,2026-03-10T09:04:38.947000Z,3m,9.9,True,76.5,llmstxt,https://docs.convex.dev/llms-full.txt,,0.616503,0.520401,0.69585,0.99,1.0,0.999912
91,estimated,,,0.680535,Go,/golang/go,,186,5686,934580,2026-03-01T05:28:06.825000Z,9d,8.3,True,73.6,repo,https://github.com/golang/go,,0.623091,0.600315,0.725133,0.83,1.0,0.766224
92,estimated,,,0.679684,CopilotKit,/copilotkit/copilotkit,,127,1343,413461,2026-03-09T06:35:38.219000Z,1d,8.2,True,77.1,repo,https://github.com/copilotkit/copilotkit,,0.660252,0.500155,0.682117,0.82,1.0,0.96444
93,estimated,,,0.679666,Nuxt,/llmstxt/nuxt_llms-full_txt,,198,3295,1202819,2026-02-17T23:37:44.530000Z,20d,9.9,True,85.1,llmstxt,https://nuxt.com/llms-full.txt,,0.616994,0.562441,0.738442,0.99,1.0,0.595281
94,estimated,,,0.67923,ClickHouse,/clickhouse/clickhouse-docs,,233,6457,1812428,2026-02-16T11:06:07.736000Z,21d,9.4,True,83.3,repo,https://github.com/clickhouse/clickhouse-docs,,0.601111,0.609142,0.760067,0.94,1.0,0.577831
95,estimated,,,0.678636,LangGraphJS,/langchain-ai/langgraphjs,,151,1171,345155,2026-03-09T04:27:45.156000Z,1d,9.2,True,89.7,repo,https://github.com/langchain-ai/langgraphjs,,0.643406,0.490647,0.672593,0.92,1.0,0.961694
96,estimated,,,0.677473,Mantine,/mantinedev/mantine,,110,1421,369157,2026-03-08T08:31:42.260000Z,2d,7.5,True,92,repo,https://github.com/mantinedev/mantine,,0.674222,0.504072,0.676139,0.75,1.0,0.936753
97,estimated,,,0.676954,Ant Design,/ant-design/ant-design,,87,601,228313,2026-03-02T16:56:23.680000Z,7d,8.7,True,78.6,repo,https://github.com/ant-design/ant-design,,0.696984,0.44439,0.650795,0.87,1.0,0.796283
98,estimated,,,0.674104,React,/facebook/react,,190,3640,930124,2026-02-18T10:53:40.839000Z,19d,9.2,True,55.4,repo,https://github.com/facebook/react,,0.621016,0.569353,0.724881,0.92,1.0,0.600878
99,estimated,,,0.672015,GSAP,/llmstxt/gsap_llms_txt,,146,708,210442,2026-03-09T16:40:51.698000Z,16h,9.4,True,86.9,llmstxt,https://gsap.com/llms.txt,,0.646685,0.455749,0.646496,0.94,1.0,0.97765
100,estimated,,,0.670508,Pytest,/pytest-dev/pytest,,145,632,162187,2026-03-10T04:55:56.761000Z,4h,9.5,True,93.1,repo,https://github.com/pytest-dev/pytest,,0.647354,0.447877,0.632758,0.95,1.0,0.994189
101,estimated,,,0.669741,Agent Development Kit,/google/adk-docs,,179,3098,781118,2026-02-17T20:20:24.516000Z,20d,8.9,True,80.4,repo,https://github.com/google/adk-docs,,0.626831,0.558162,0.715672,0.89,1.0,0.593667
102,estimated,,,0.669077,Temporal,/temporalio/documentation,,188,2218,768089,2026-02-18T06:52:37.757000Z,20d,9.5,True,83.4,repo,https://github.com/temporalio/documentation,,0.622048,0.53497,0.714785,0.95,1.0,0.59887
103,estimated,,,0.668277,Oh My OpenCode,/code-yeongyu/oh-my-opencode,,106,332,99464,2026-03-04T06:52:13.813000Z,6d,10,True,57.1,repo,https://github.com/code-yeongyu/oh-my-opencode,,0.67782,0.403278,0.606968,1.0,1.0,0.831149
104,estimated,,,0.667978,Microsoft Agent Framework,/microsoft/agent-framework,,206,1302,394734,2026-03-07T10:14:34.166000Z,2d,9.5,True,75.3,repo,https://github.com/microsoft/agent-framework,,0.61313,0.498004,0.679673,0.95,1.0,0.910357
105,estimated,,,0.667836,Codex CLI,/openai/codex,,111,357,165686,2026-03-08T12:37:49.837000Z,1d,9.1,True,68,repo,https://github.com/openai/codex,,0.673343,0.408304,0.633884,0.91,1.0,0.941779
106,estimated,,,0.666637,OpenAI Node,/openai/openai-node,,82,357,74175,2026-03-01T22:45:27.737000Z,8d,9.1,True,91.2,repo,https://github.com/openai/openai-node,,0.702718,0.408304,0.591495,0.91,1.0,0.780586
107,estimated,,,0.666413,Uv,/astral-sh/uv,,123,656,146082,2026-03-02T14:48:42.004000Z,7d,9.4,True,81.8,repo,https://github.com/astral-sh/uv,,0.663365,0.45046,0.627242,0.94,1.0,0.794413
108,estimated,,,0.665826,Strapi,/strapi/documentation,,221,1432,532522,2026-03-01T16:24:11.570000Z,8d,9.9,True,74.8,repo,https://github.com/strapi/documentation,,0.606272,0.504607,0.695465,0.99,1.0,0.775246
109,estimated,,,0.66576,Apache ECharts,/apache/echarts-doc,,191,1457,524784,2026-03-03T00:52:53.444000Z,7d,9.1,True,80.5,repo,https://github.com/apache/echarts-doc,,0.620504,0.505808,0.694693,0.91,1.0,0.803339
110,estimated,,,0.663822,Apache Airflow,/apache/airflow,,297,3342,1045340,2026-03-03T11:26:50.743000Z,6d,9.1,True,87,repo,https://github.com/apache/airflow,,0.57741,0.563424,0.73104,0.91,1.0,0.812922
111,estimated,,,0.663556,Chart.js,/chartjs/chart.js,,94,529,158046,2026-03-08T02:27:59.728000Z,2d,7.5,True,78.8,repo,https://github.com/chartjs/chart.js,,0.68948,0.435546,0.631394,0.75,1.0,0.929423
112,estimated,,,0.663437,Anthropic SDK TypeScript,/anthropics/anthropic-sdk-typescript,,61,191,48598,2026-02-28T20:42:35.919000Z,9d,8.8,True,85,repo,https://github.com/anthropics/anthropic-sdk-typescript,,0.731314,0.365045,0.569192,0.88,1.0,0.759148
113,estimated,,,0.66315,Fastify,/fastify/fastify,,157,666,194466,2026-03-01T14:16:22.990000Z,8d,10,True,92,repo,https://github.com/fastify/fastify,,0.639611,0.451509,0.642332,1.0,1.0,0.773472
114,estimated,,,0.662869,Visual Studio Code,/microsoft/vscode-docs,,310,3438,1774217,2026-02-16T15:42:29.873000Z,21d,9.9,True,67.8,repo,https://github.com/microsoft/vscode-docs,,0.573225,0.56539,0.758943,0.99,1.0,0.579975
115,estimated,,,0.66219,PostHog,/posthog/posthog.com,,356,3862,2212964,2026-02-18T10:48:24.934000Z,19d,10,True,77.5,repo,https://github.com/posthog/posthog.com,,0.559702,0.573462,0.770599,1.0,1.0,0.600834
116,estimated,,,0.660931,Datadog,/datadog/documentation,,325,11509,4214352,2025-11-17T18:29:12.888000Z,3mo,9.4,True,73.9,repo,https://github.com/datadog/documentation,,0.568607,0.649268,0.804575,0.94,1.0,0.210363
117,estimated,,,0.65996,Hono,/honojs/website,,101,889,193854,2026-03-02T02:44:22.521000Z,8d,7.3,True,94.5,repo,https://github.com/honojs/website,,0.682511,0.471536,0.642165,0.73,1.0,0.783971
